,path,deposit_id,name,longitude,latitude,deposit_type,url
0,mrdata_json/usmin_Graphite/Sw00017.json,Sw00017,['Surface Workings'],-98.3571722647314,30.783284136033,,https://mrdata.usgs.gov/deposit/json/Graphite-Sw00017
1,mrdata_json/usmin_Graphite/Mf00003.json,Mf00003,"['Graphite Creek, Christophosen Creek mine']",-165.63222,65.0254,,https://mrdata.usgs.gov/deposit/json/Graphite-Mf00003
2,mrdata_json/usmin_Graphite/Mf00005.json,Mf00005,"['Graphite Creek, Graphite Creek mine']",-165.53833,65.0392900000001,,https://mrdata.usgs.gov/deposit/json/Graphite-Mf00005
3,mrdata_json/usmin_Graphite/Mf00013.json,Mf00013,"['Crystal Graphite, Crystal Graphite mine']",-112.505276127,45.1025913660001,,https://mrdata.usgs.gov/deposit/json/Graphite-Mf00013
4,mrdata_json/usmin_Graphite/Mo00118.json,Mo00118,"['Graphite Creek, Graphite Creek deposit']",-165.539464501,65.0393011370001,['37f - Disseminated flake graphite'],https://mrdata.usgs.gov/deposit/json/Graphite-Mo00118
5,mrdata_json/usmin_Graphite/Mr00015.json,Mr00015,['Chester-Allentown'],-75.681758072,40.43431466,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00015
6,mrdata_json/usmin_Graphite/Mo00123.json,Mo00123,"['Southwestern Graphite, Southwestern Graphite deposit']",-98.356052279,30.785718612,['37f - Disseminated flake graphite'],https://mrdata.usgs.gov/deposit/json/Graphite-Mo00123
7,mrdata_json/usmin_Graphite/Mf00016.json,Mf00016,"['Southwestern Graphite, Southwestern Graphite mine']",-98.356052279,30.785718612,,https://mrdata.usgs.gov/deposit/json/Graphite-Mf00016
8,mrdata_json/usmin_Graphite/Mr00006.json,Mr00006,['Kigluaik Mountains graphite district'],-165.54083,65.04319,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00006
9,mrdata_json/usmin_Graphite/Mo00119.json,Mo00119,"['Coosa, Coosa deposit']",-86.400661556,32.912041044,['37f - Disseminated flake graphite'],https://mrdata.usgs.gov/deposit/json/Graphite-Mo00119
10,mrdata_json/usmin_Graphite/Mr00008.json,Mr00008,['Quartz Creek district'],-106.473750248,38.6383519440001,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00008
11,mrdata_json/usmin_Graphite/Mr00009.json,Mr00009,['Blacktail district'],-112.316498116,44.9560188880001,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00009
12,mrdata_json/usmin_Graphite/Mo00120.json,Mo00120,"['Crystal Graphite, Crystal Graphite deposit']",-112.505276127,45.1025913660001,['37g - Graphite veins'],https://mrdata.usgs.gov/deposit/json/Graphite-Mo00120
13,mrdata_json/usmin_Graphite/Mr00007.json,Mr00007,['Clay-Coosa-Chilton graphite district'],-85.84,33.28,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00007
14,mrdata_json/usmin_Graphite/Mr00014.json,Mr00014,['Eastern Adirondack Mountains'],-73.8206606639999,43.334864737,,https://mrdata.usgs.gov/deposit/json/Graphite-Mr00014
