,deposit_id,deposit_name,url
0,AK00012,Bornite Project,https://mrdata.usgs.gov/deposit/json/Co-AK00012
1,AK00017,Ambler District,https://mrdata.usgs.gov/deposit/json/Co-AK00017
2,AK00205,Bohemia Basin,https://mrdata.usgs.gov/deposit/json/Co-AK00205
3,AK00206,Chichagof District,https://mrdata.usgs.gov/deposit/json/Co-AK00206
4,AK00207,Brady Glacier,https://mrdata.usgs.gov/deposit/json/Co-AK00207
5,CA00070,Pine Flat,https://mrdata.usgs.gov/deposit/json/Co-CA00070
6,CA00071,Gasquet,https://mrdata.usgs.gov/deposit/json/Co-CA00071
7,ID00005,Blackbird,https://mrdata.usgs.gov/deposit/json/Co-ID00005
8,ID00050,Idaho Cobalt Project,https://mrdata.usgs.gov/deposit/json/Co-ID00050
9,ID00051,Iron Creek,https://mrdata.usgs.gov/deposit/json/Co-ID00051
10,ID00052,Salmon Canyon,https://mrdata.usgs.gov/deposit/json/Co-ID00052
11,ID00054,Blackbird District,https://mrdata.usgs.gov/deposit/json/Co-ID00054
12,ME00002,Union,https://mrdata.usgs.gov/deposit/json/Co-ME00002
13,ME00003,Warren,https://mrdata.usgs.gov/deposit/json/Co-ME00003
14,MI00001,Eagle,https://mrdata.usgs.gov/deposit/json/Co-MI00001
15,MN00002,NorthMet,https://mrdata.usgs.gov/deposit/json/Co-MN00002
16,MN00003,"Birch Lake, Maturi, Spruce Road, Tecks Mesaba (Babbit)",https://mrdata.usgs.gov/deposit/json/Co-MN00003
17,MN00008,Tamarack,https://mrdata.usgs.gov/deposit/json/Co-MN00008
18,MO00001,Fredericktown District,https://mrdata.usgs.gov/deposit/json/Co-MO00001
19,MO00002,Higdon,https://mrdata.usgs.gov/deposit/json/Co-MO00002
20,MO00013,Madison,https://mrdata.usgs.gov/deposit/json/Co-MO00013
21,MO00014,Boss-Bixby,https://mrdata.usgs.gov/deposit/json/Co-MO00014
22,MT00002,Black Butte,https://mrdata.usgs.gov/deposit/json/Co-MT00002
23,MT00029,Smith River District,https://mrdata.usgs.gov/deposit/json/Co-MT00029
24,NC00001,Webster District,https://mrdata.usgs.gov/deposit/json/Co-NC00001
25,NM00041,Black Hawk,https://mrdata.usgs.gov/deposit/json/Co-NM00041
26,NM00042,Black Hawk District,https://mrdata.usgs.gov/deposit/json/Co-NM00042
27,OR00001,Turner,https://mrdata.usgs.gov/deposit/json/Co-OR00001
28,OR00002,Eight Dollar Mountain,https://mrdata.usgs.gov/deposit/json/Co-OR00002
29,OR00005,Nickel Mountain,https://mrdata.usgs.gov/deposit/json/Co-OR00005
30,PA00001,Cornwall,https://mrdata.usgs.gov/deposit/json/Co-PA00001
